user_id,show_name,genre,watch_time_minutes,date
U1332,Breaking Bad,Drama,44,2025-01-05
U0775,The Boys,Action,48,2025-02-10
U0913,Breaking Bad,Drama,24,2025-02-26
U0509,Stranger Things,Sci-Fi,15,2025-02-21
U1889,Peaky Blinders,Crime,43,2025-02-03
U0579,Peaky Blinders,Crime,36,2025-01-25
U1142,Dark,Mystery,14,2025-02-05
U1334,Peaky Blinders,Crime,90,2025-01-10
U0562,Stranger Things,Sci-Fi,53,2025-01-22
U0469,Peaky Blinders,Crime,27,2025-01-24
U0429,The Witcher,Fantasy,59,2025-01-23
U0884,The Witcher,Fantasy,41,2025-02-20
U1300,Breaking Bad,Drama,26,2025-01-27
U1667,Dark,Mystery,68,2025-01-23
U1180,Money Heist,Action,15,2025-01-28
U0439,Dark,Mystery,47,2025-01-01
U1431,Peaky Blinders,Crime,17,2025-02-15
U1774,Dark,Mystery,33,2025-01-10
U0431,Loki,Fantasy,54,2025-02-17
U0691,Breaking Bad,Drama,32,2025-02-10
U0285,Narcos,Crime,18,2025-01-05
U0973,Stranger Things,Sci-Fi,63,2025-02-17
U1721,The Boys,Action,46,2025-01-14
U1934,Friends,Comedy,12,2025-01-02
U1841,Money Heist,Action,47,2025-02-23
U1511,Breaking Bad,Drama,83,2025-02-15
U0685,Narcos,Crime,45,2025-02-26
U0239,Friends,Comedy,35,2025-01-02
U0148,Breaking Bad,Drama,71,2025-01-17
U1931,The Boys,Action,54,2025-01-16
U0325,Stranger Things,Sci-Fi,29,2025-02-05
U0681,Stranger Things,Sci-Fi,29,2025-01-28
U1986,Friends,Comedy,50,2025-02-12
U1915,The Witcher,Fantasy,10,2025-01-10
U1180,Breaking Bad,Drama,76,2025-02-03
U1069,Loki,Fantasy,37,2025-02-07
U1615,Narcos,Crime,89,2025-02-15
U1725,Loki,Fantasy,57,2025-02-27
U1161,Friends,Comedy,13,2025-01-21
U1144,Friends,Comedy,57,2025-01-29
U1284,The Boys,Action,31,2025-02-19
U1850,Narcos,Crime,79,2025-01-03
U0214,Narcos,Crime,28,2025-02-01
U1369,Breaking Bad,Drama,84,2025-02-24
U0060,The Witcher,Fantasy,73,2025-01-22
U0551,Narcos,Crime,46,2025-02-20
U1136,Money Heist,Action,62,2025-01-04
U1613,Narcos,Crime,25,2025-01-02
U1170,Loki,Fantasy,30,2025-01-07
U1574,Stranger Things,Sci-Fi,84,2025-01-22
U1502,Narcos,Crime,16,2025-01-27
U0151,Dark,Mystery,71,2025-02-01
U1187,Money Heist,Action,47,2025-02-06
U0853,Narcos,Crime,82,2025-03-01
U1810,Loki,Fantasy,89,2025-02-17
U1771,Loki,Fantasy,75,2025-02-11
U1553,The Boys,Action,43,2025-02-10
U1631,Friends,Comedy,63,2025-02-08
U0245,Dark,Mystery,63,2025-01-09
U0213,Stranger Things,Sci-Fi,29,2025-03-01
U0767,Friends,Comedy,62,2025-02-09
U1243,Loki,Fantasy,44,2025-01-22
U1792,The Boys,Action,50,2025-01-25
U0752,Peaky Blinders,Crime,13,2025-02-02
U1982,The Witcher,Fantasy,43,2025-01-02
U0276,Dark,Mystery,17,2025-01-20
U1188,Dark,Mystery,59,2025-02-07
U0053,Peaky Blinders,Crime,17,2025-01-25
U0867,Friends,Comedy,89,2025-02-28
U1648,Stranger Things,Sci-Fi,51,2025-01-25
U0745,The Witcher,Fantasy,83,2025-01-09
U1937,Peaky Blinders,Crime,75,2025-01-15
U1694,Dark,Mystery,58,2025-01-24
U1516,Loki,Fantasy,35,2025-02-17
U0838,Peaky Blinders,Crime,70,2025-02-03
U0854,Loki,Fantasy,46,2025-02-24
U1569,Friends,Comedy,54,2025-01-20
U0416,Loki,Fantasy,87,2025-01-05
U0452,Friends,Comedy,80,2025-01-21
U1121,Breaking Bad,Drama,60,2025-02-28
U0285,Loki,Fantasy,67,2025-02-21
U0550,Friends,Comedy,20,2025-02-19
U0056,Loki,Fantasy,10,2025-01-21
U0219,The Witcher,Fantasy,67,2025-02-11
U1135,Money Heist,Action,75,2025-02-26
U1748,Friends,Comedy,17,2025-02-15
U1004,Loki,Fantasy,53,2025-01-25
U0326,Breaking Bad,Drama,85,2025-01-09
U1361,Loki,Fantasy,58,2025-01-18
U1911,The Boys,Action,89,2025-02-04
U0813,Breaking Bad,Drama,40,2025-01-04
U0919,The Boys,Action,60,2025-01-19
U1703,Friends,Comedy,64,2025-01-28
U0444,Dark,Mystery,33,2025-02-11
U1851,Peaky Blinders,Crime,58,2025-02-17
U0258,Breaking Bad,Drama,88,2025-01-30
U1060,Breaking Bad,Drama,14,2025-02-10
U1610,The Boys,Action,57,2025-01-13
U0168,Money Heist,Action,85,2025-01-01
U1675,Peaky Blinders,Crime,64,2025-01-16
U0661,The Boys,Action,32,2025-01-01
U0688,Breaking Bad,Drama,11,2025-02-27
U0583,Stranger Things,Sci-Fi,89,2025-02-04
U0328,Money Heist,Action,88,2025-01-17
U1506,Dark,Mystery,16,2025-01-23
U0227,Friends,Comedy,50,2025-01-06
U1328,Stranger Things,Sci-Fi,70,2025-01-07
U1834,The Witcher,Fantasy,37,2025-01-28
U1831,Friends,Comedy,75,2025-03-01
U0774,The Witcher,Fantasy,27,2025-01-17
U0371,Money Heist,Action,12,2025-02-05
U0028,Loki,Fantasy,13,2025-02-13
U0610,The Witcher,Fantasy,45,2025-02-14
U1692,Friends,Comedy,62,2025-02-18
U1203,Stranger Things,Sci-Fi,37,2025-01-07
U1086,Breaking Bad,Drama,83,2025-01-30
U0013,Narcos,Crime,55,2025-01-06
U1736,Breaking Bad,Drama,56,2025-01-13
U0233,The Boys,Action,17,2025-01-12
U0989,The Boys,Action,28,2025-02-26
U0965,Peaky Blinders,Crime,88,2025-02-12
U1400,Money Heist,Action,74,2025-01-14
U0433,Narcos,Crime,15,2025-01-14
U1422,Friends,Comedy,27,2025-01-03
U1873,Stranger Things,Sci-Fi,38,2025-01-15
U0285,Money Heist,Action,66,2025-01-13
U0044,Peaky Blinders,Crime,75,2025-02-02
U0075,Breaking Bad,Drama,23,2025-02-13
U0405,Breaking Bad,Drama,83,2025-03-01
U1673,Loki,Fantasy,49,2025-02-25
U1281,The Witcher,Fantasy,80,2025-02-22
U1699,Friends,Comedy,38,2025-01-13
U1049,Money Heist,Action,75,2025-02-14
U1582,The Witcher,Fantasy,85,2025-03-02
U1426,The Witcher,Fantasy,40,2025-01-23
U0293,Peaky Blinders,Crime,89,2025-01-16
U1385,The Boys,Action,55,2025-02-23
U0118,Breaking Bad,Drama,39,2025-02-11
U1610,Dark,Mystery,18,2025-02-13
U0132,Breaking Bad,Drama,38,2025-01-10
U0225,Dark,Mystery,82,2025-02-12
U0035,The Boys,Action,11,2025-02-23
U0822,Breaking Bad,Drama,30,2025-01-05
U1645,Friends,Comedy,77,2025-01-25
U1232,Narcos,Crime,86,2025-01-16
U0602,Stranger Things,Sci-Fi,18,2025-02-22
U1209,Dark,Mystery,49,2025-02-05
U1173,Breaking Bad,Drama,47,2025-02-14
U0349,Loki,Fantasy,90,2025-01-13
U1796,The Witcher,Fantasy,43,2025-01-12
U1630,Money Heist,Action,58,2025-01-01
U1250,Narcos,Crime,14,2025-01-21
U0737,Breaking Bad,Drama,35,2025-02-01
U0789,The Boys,Action,48,2025-01-08
U1286,Stranger Things,Sci-Fi,18,2025-01-12
U1308,The Witcher,Fantasy,12,2025-01-22
U1863,Friends,Comedy,17,2025-02-15
U0139,Friends,Comedy,87,2025-01-04
U0136,Narcos,Crime,35,2025-02-14
U0358,Peaky Blinders,Crime,16,2025-02-07
U0709,Dark,Mystery,85,2025-02-19
U1220,The Witcher,Fantasy,31,2025-01-26
U0322,Friends,Comedy,56,2025-02-12
U0673,Friends,Comedy,52,2025-02-12
U1892,Money Heist,Action,59,2025-02-09
U0700,Loki,Fantasy,36,2025-01-26
U1937,Narcos,Crime,48,2025-01-21
U0396,The Witcher,Fantasy,66,2025-02-26
U1415,Breaking Bad,Drama,80,2025-02-24
U1951,Stranger Things,Sci-Fi,76,2025-01-17
U1074,Breaking Bad,Drama,49,2025-02-22
U1441,Peaky Blinders,Crime,47,2025-01-14
U1485,Friends,Comedy,85,2025-01-11
U1206,Money Heist,Action,53,2025-02-17
U1471,Stranger Things,Sci-Fi,14,2025-01-10
U1303,Peaky Blinders,Crime,22,2025-02-05
U1417,Stranger Things,Sci-Fi,11,2025-01-27
U0482,The Boys,Action,86,2025-02-09
U1047,The Boys,Action,90,2025-02-10
U0360,Loki,Fantasy,40,2025-01-23
U1371,The Boys,Action,47,2025-01-06
U1178,The Witcher,Fantasy,33,2025-02-04
U1992,The Boys,Action,45,2025-01-13
U1746,Friends,Comedy,53,2025-01-15
U0921,Narcos,Crime,68,2025-03-02
U0807,The Witcher,Fantasy,75,2025-01-15
U1613,Dark,Mystery,87,2025-01-06
U1296,The Witcher,Fantasy,16,2025-02-14
U1895,The Witcher,Fantasy,15,2025-01-16
U1578,Friends,Comedy,19,2025-01-26
U1338,Stranger Things,Sci-Fi,60,2025-01-29
U1560,Narcos,Crime,72,2025-02-12
U1644,Breaking Bad,Drama,84,2025-01-30
U0645,Friends,Comedy,72,2025-01-31
U1608,The Boys,Action,30,2025-01-15
U1383,Loki,Fantasy,90,2025-03-01
U0792,The Boys,Action,74,2025-02-01
U0108,Dark,Mystery,48,2025-01-12
U0130,The Witcher,Fantasy,59,2025-03-01
U1386,Breaking Bad,Drama,63,2025-02-25
U0634,Stranger Things,Sci-Fi,51,2025-01-28
U1657,The Witcher,Fantasy,20,2025-01-30
U0953,Loki,Fantasy,55,2025-01-28
U1168,Peaky Blinders,Crime,22,2025-01-10
U1604,The Witcher,Fantasy,72,2025-01-08
U1640,Narcos,Crime,49,2025-01-04
U1510,Loki,Fantasy,27,2025-01-30
U1712,Money Heist,Action,87,2025-02-14
U1769,Friends,Comedy,60,2025-01-12
U1083,The Witcher,Fantasy,76,2025-01-06
U0846,Friends,Comedy,21,2025-01-05
U1103,Friends,Comedy,19,2025-02-15
U0869,Loki,Fantasy,53,2025-02-08
U0817,Stranger Things,Sci-Fi,33,2025-01-27
U1845,Dark,Mystery,37,2025-01-22
U1675,Peaky Blinders,Crime,89,2025-02-24
U0491,Loki,Fantasy,70,2025-01-31
U0609,Peaky Blinders,Crime,49,2025-02-13
U0525,The Witcher,Fantasy,47,2025-01-14
U1515,Loki,Fantasy,80,2025-01-02
U1869,The Witcher,Fantasy,38,2025-03-01
U0434,Stranger Things,Sci-Fi,20,2025-01-20
U1060,Peaky Blinders,Crime,11,2025-02-13
U1684,Friends,Comedy,47,2025-01-24
U0744,Dark,Mystery,51,2025-01-09
U0666,Peaky Blinders,Crime,45,2025-01-29
U1739,The Boys,Action,13,2025-03-01
U1781,Narcos,Crime,22,2025-02-08
U0316,Stranger Things,Sci-Fi,71,2025-02-20
U1238,Dark,Mystery,56,2025-02-08
U0976,Money Heist,Action,41,2025-01-09
U0507,Stranger Things,Sci-Fi,32,2025-02-28
U0498,Loki,Fantasy,16,2025-02-06
U1938,Peaky Blinders,Crime,10,2025-03-01
U1496,The Boys,Action,32,2025-03-02
U1337,Stranger Things,Sci-Fi,17,2025-01-13
U1308,Loki,Fantasy,86,2025-02-08
U1394,Peaky Blinders,Crime,84,2025-02-15
U0996,Dark,Mystery,75,2025-01-28
U1726,The Boys,Action,79,2025-01-12
U0073,Breaking Bad,Drama,69,2025-01-24
U1739,Loki,Fantasy,20,2025-02-24
U1344,Peaky Blinders,Crime,77,2025-01-27
U1508,Stranger Things,Sci-Fi,32,2025-02-05
U0908,Breaking Bad,Drama,35,2025-02-09
U0310,Stranger Things,Sci-Fi,90,2025-02-01
U0004,Peaky Blinders,Crime,85,2025-02-06
U1607,Dark,Mystery,84,2025-01-04
U0469,Loki,Fantasy,63,2025-01-26
U1195,Loki,Fantasy,29,2025-02-01
U0225,Money Heist,Action,71,2025-02-22
U1495,Breaking Bad,Drama,90,2025-02-03
U0948,Stranger Things,Sci-Fi,82,2025-01-28
U1924,Loki,Fantasy,86,2025-02-25
U0663,Dark,Mystery,16,2025-02-06
U0987,Dark,Mystery,36,2025-02-02
U1856,Money Heist,Action,39,2025-02-15
U0119,Stranger Things,Sci-Fi,21,2025-02-05
U0943,Stranger Things,Sci-Fi,18,2025-02-08
U1787,Dark,Mystery,65,2025-03-02
U1386,Stranger Things,Sci-Fi,74,2025-01-24
U0030,Dark,Mystery,30,2025-01-04
U1247,Dark,Mystery,34,2025-02-09
U1449,Friends,Comedy,31,2025-02-13
U0193,Money Heist,Action,10,2025-02-18
U1706,Money Heist,Action,37,2025-02-15
U0600,The Witcher,Fantasy,66,2025-01-29
U0695,Money Heist,Action,75,2025-02-16
U1896,Dark,Mystery,46,2025-01-07
U1114,Dark,Mystery,38,2025-02-24
U0690,Friends,Comedy,66,2025-03-02
U1555,Peaky Blinders,Crime,55,2025-02-05
U0360,Friends,Comedy,78,2025-01-14
U0645,Dark,Mystery,53,2025-02-06
U1854,The Boys,Action,49,2025-01-30
U0084,The Boys,Action,43,2025-01-13
U1239,Stranger Things,Sci-Fi,72,2025-02-06
U1274,The Witcher,Fantasy,25,2025-02-20
U0952,Narcos,Crime,57,2025-02-09
U0894,Loki,Fantasy,34,2025-01-21
U1029,The Witcher,Fantasy,11,2025-02-15
U0718,Money Heist,Action,59,2025-01-17
U1894,Money Heist,Action,43,2025-01-13
U0380,Narcos,Crime,59,2025-03-02
U1178,Breaking Bad,Drama,73,2025-02-24
U0820,Peaky Blinders,Crime,43,2025-01-26
U0216,Loki,Fantasy,33,2025-03-02
U0457,Peaky Blinders,Crime,29,2025-01-03
U0231,Friends,Comedy,50,2025-02-17
U0208,Loki,Fantasy,15,2025-02-03
U0851,The Witcher,Fantasy,87,2025-01-22
U1983,Narcos,Crime,77,2025-01-20
U1840,Money Heist,Action,89,2025-01-31
U0642,Breaking Bad,Drama,24,2025-02-19
U0178,Dark,Mystery,79,2025-01-05
U0586,Dark,Mystery,27,2025-02-17
U0172,Money Heist,Action,30,2025-01-25
U0822,Money Heist,Action,59,2025-02-22
U1794,Narcos,Crime,58,2025-03-01
U1042,Peaky Blinders,Crime,89,2025-01-21
U0580,The Witcher,Fantasy,16,2025-02-27
U0408,Breaking Bad,Drama,78,2025-02-26
U0184,Dark,Mystery,16,2025-01-23
U1781,The Witcher,Fantasy,88,2025-01-19
U0880,Narcos,Crime,67,2025-01-26
U0307,Loki,Fantasy,78,2025-02-21
U1401,The Witcher,Fantasy,36,2025-01-26
U1556,Peaky Blinders,Crime,61,2025-02-12
U0200,Dark,Mystery,42,2025-02-24
U0054,The Boys,Action,77,2025-01-08
U0131,Peaky Blinders,Crime,80,2025-01-09
U0500,Breaking Bad,Drama,87,2025-02-14
U0885,Breaking Bad,Drama,32,2025-01-30
U1893,Narcos,Crime,80,2025-01-06
U0688,The Boys,Action,50,2025-03-01
U0451,The Boys,Action,23,2025-01-21
U1458,Peaky Blinders,Crime,35,2025-01-02
U0276,Breaking Bad,Drama,81,2025-01-20
U1782,Peaky Blinders,Crime,31,2025-03-02
U0657,Friends,Comedy,46,2025-01-21
U0817,Narcos,Crime,53,2025-01-17
U0561,The Witcher,Fantasy,58,2025-01-03
U0494,Breaking Bad,Drama,29,2025-01-09
U1972,Narcos,Crime,39,2025-01-23
U0624,The Boys,Action,25,2025-01-07
U0561,Peaky Blinders,Crime,81,2025-01-26
U1955,Stranger Things,Sci-Fi,76,2025-02-18
U0199,Loki,Fantasy,72,2025-01-27
U1966,Narcos,Crime,42,2025-03-01
U0469,The Boys,Action,58,2025-02-16
U1343,The Witcher,Fantasy,55,2025-02-01
U0396,Stranger Things,Sci-Fi,87,2025-02-20
U0628,The Boys,Action,66,2025-02-26
U0779,Breaking Bad,Drama,14,2025-01-31
U0279,The Witcher,Fantasy,23,2025-02-10
U1020,Loki,Fantasy,26,2025-02-05
U0088,Narcos,Crime,85,2025-02-06
U0638,Money Heist,Action,54,2025-02-21
U0301,Peaky Blinders,Crime,54,2025-01-30
U0949,Friends,Comedy,67,2025-01-06
U1856,Friends,Comedy,59,2025-02-09
U0221,Peaky Blinders,Crime,69,2025-01-30
U0069,Money Heist,Action,56,2025-02-09
U1789,Loki,Fantasy,65,2025-02-03
U1680,The Witcher,Fantasy,58,2025-02-18
U0312,Money Heist,Action,49,2025-01-09
U0054,Peaky Blinders,Crime,90,2025-01-07
U0814,Dark,Mystery,56,2025-01-30
U0806,Dark,Mystery,60,2025-02-04
U0052,The Boys,Action,13,2025-01-16
U1539,Friends,Comedy,60,2025-01-17
U0168,Narcos,Crime,68,2025-01-17
U0894,Narcos,Crime,75,2025-02-27
U0944,Stranger Things,Sci-Fi,84,2025-02-24
U1106,Breaking Bad,Drama,89,2025-02-07
U0334,Breaking Bad,Drama,12,2025-01-14
U1594,Friends,Comedy,71,2025-01-06
U0837,Money Heist,Action,71,2025-01-17
U1546,Money Heist,Action,22,2025-02-10
U1139,The Witcher,Fantasy,81,2025-02-03
U1839,Loki,Fantasy,27,2025-01-12
U0808,Money Heist,Action,83,2025-01-22
U1085,Money Heist,Action,61,2025-01-17
U0022,The Boys,Action,83,2025-01-29
U1593,Stranger Things,Sci-Fi,41,2025-03-01
U0015,Stranger Things,Sci-Fi,87,2025-01-14
U1098,Loki,Fantasy,13,2025-02-22
U0795,The Witcher,Fantasy,64,2025-01-23
U1708,The Witcher,Fantasy,84,2025-02-19
U1790,Friends,Comedy,46,2025-01-12
U1272,The Witcher,Fantasy,14,2025-01-14
U1455,Friends,Comedy,43,2025-01-20
U0597,Dark,Mystery,67,2025-01-15
U1160,Dark,Mystery,56,2025-01-10
U1107,Friends,Comedy,49,2025-01-01
U0913,Dark,Mystery,81,2025-01-25
U0046,Loki,Fantasy,54,2025-01-03
U1119,Loki,Fantasy,88,2025-02-23
U0081,Narcos,Crime,52,2025-02-09
U0635,Loki,Fantasy,41,2025-01-23
U1094,Money Heist,Action,51,2025-02-12
U1369,Money Heist,Action,49,2025-01-31
U1542,Friends,Comedy,24,2025-02-25
U0544,Money Heist,Action,42,2025-02-20
U0534,The Boys,Action,31,2025-02-12
U1519,Loki,Fantasy,90,2025-01-11
U1209,Peaky Blinders,Crime,81,2025-01-02
U1379,The Witcher,Fantasy,35,2025-01-22
U0504,Peaky Blinders,Crime,16,2025-01-16
U1098,Friends,Comedy,25,2025-01-09
U1354,Breaking Bad,Drama,42,2025-02-04
U0357,Stranger Things,Sci-Fi,12,2025-02-24
U1883,Narcos,Crime,55,2025-02-07
U1648,Money Heist,Action,88,2025-02-28
U1079,Loki,Fantasy,88,2025-02-24
U0093,Friends,Comedy,66,2025-02-02
U0286,Dark,Mystery,25,2025-02-04
U0614,Money Heist,Action,36,2025-01-14
U1985,Narcos,Crime,84,2025-01-13
U0757,Narcos,Crime,16,2025-02-12
U0876,The Boys,Action,25,2025-01-29
U1574,Money Heist,Action,48,2025-02-13
U1155,Dark,Mystery,41,2025-02-15
U1781,Stranger Things,Sci-Fi,80,2025-01-09
U0710,The Witcher,Fantasy,56,2025-01-15
U0624,Money Heist,Action,74,2025-01-13
U0301,Peaky Blinders,Crime,69,2025-01-11
U1115,Loki,Fantasy,87,2025-01-19
U1052,Loki,Fantasy,87,2025-01-05
U1289,Narcos,Crime,63,2025-02-04
U0311,The Boys,Action,63,2025-02-21
U1539,Dark,Mystery,57,2025-01-11
U0302,Narcos,Crime,65,2025-01-12
U1064,Friends,Comedy,64,2025-01-05
U0544,Loki,Fantasy,59,2025-02-22
U0863,Loki,Fantasy,65,2025-02-27
U1968,Stranger Things,Sci-Fi,61,2025-01-23
U0358,Breaking Bad,Drama,52,2025-02-01
U0214,Narcos,Crime,57,2025-02-09
U1792,Breaking Bad,Drama,77,2025-01-08
U1504,The Boys,Action,47,2025-01-17
U1364,The Witcher,Fantasy,21,2025-02-01
U0504,Peaky Blinders,Crime,49,2025-01-18
U0303,Stranger Things,Sci-Fi,21,2025-02-03
U0998,Peaky Blinders,Crime,28,2025-02-26
U1048,Loki,Fantasy,88,2025-02-20
U1689,Stranger Things,Sci-Fi,43,2025-02-25
U1438,The Witcher,Fantasy,83,2025-02-04
U1509,Dark,Mystery,44,2025-01-07
U1918,Peaky Blinders,Crime,29,2025-01-08
U1747,Friends,Comedy,33,2025-01-11
U1385,Peaky Blinders,Crime,44,2025-02-14
U1667,The Witcher,Fantasy,81,2025-02-17
U0742,Money Heist,Action,77,2025-02-14
U1713,The Boys,Action,53,2025-01-08
U1002,Narcos,Crime,51,2025-01-03
U0543,The Witcher,Fantasy,10,2025-01-15
U0483,Narcos,Crime,37,2025-02-11
U0846,Loki,Fantasy,60,2025-02-18
U0221,The Witcher,Fantasy,43,2025-02-16
U0362,The Witcher,Fantasy,43,2025-01-25
U1684,Peaky Blinders,Crime,24,2025-01-16
U0945,Money Heist,Action,38,2025-01-16
U0703,Breaking Bad,Drama,45,2025-01-05
U1519,Dark,Mystery,90,2025-01-18
U0705,Loki,Fantasy,46,2025-01-14
U1019,Stranger Things,Sci-Fi,24,2025-01-29
U0561,The Boys,Action,69,2025-01-04
U0629,Narcos,Crime,48,2025-02-08
U1238,Money Heist,Action,45,2025-01-05
U0610,The Boys,Action,53,2025-02-24
U1811,Dark,Mystery,26,2025-01-01
U0048,Loki,Fantasy,90,2025-02-21
U1499,The Witcher,Fantasy,33,2025-02-23
U1882,The Witcher,Fantasy,49,2025-01-24
U0781,Money Heist,Action,45,2025-02-01
U0341,Friends,Comedy,53,2025-01-05
U1535,Breaking Bad,Drama,79,2025-02-07
U1624,Stranger Things,Sci-Fi,82,2025-02-01
U0030,Peaky Blinders,Crime,68,2025-01-24
U0295,Narcos,Crime,17,2025-02-10
U1494,Friends,Comedy,66,2025-02-11
U1868,Money Heist,Action,77,2025-01-05
U1198,Narcos,Crime,23,2025-02-21
U1496,Dark,Mystery,58,2025-01-27
U1406,The Boys,Action,45,2025-01-11
U1475,Breaking Bad,Drama,10,2025-01-03
U1966,Friends,Comedy,20,2025-02-11
U1580,Narcos,Crime,46,2025-01-23
U1258,The Witcher,Fantasy,88,2025-01-20
U0016,Dark,Mystery,53,2025-01-27
U0751,The Witcher,Fantasy,83,2025-01-28
U1304,The Witcher,Fantasy,44,2025-01-22
U1931,Peaky Blinders,Crime,71,2025-02-11
U1398,Dark,Mystery,89,2025-01-22
U0217,Money Heist,Action,75,2025-02-24
U1524,Dark,Mystery,26,2025-01-22
U1032,Friends,Comedy,12,2025-01-04
U0960,Stranger Things,Sci-Fi,51,2025-02-07
U0468,Stranger Things,Sci-Fi,77,2025-01-05
U0045,Friends,Comedy,56,2025-03-01
U1612,Stranger Things,Sci-Fi,27,2025-02-28
U1174,Money Heist,Action,23,2025-01-05
U1724,Dark,Mystery,30,2025-01-20
U0467,Peaky Blinders,Crime,23,2025-01-26
U0042,Peaky Blinders,Crime,29,2025-03-01
U0231,Peaky Blinders,Crime,82,2025-01-18
U1664,Peaky Blinders,Crime,36,2025-01-02
U1783,Money Heist,Action,84,2025-01-19
U1576,The Witcher,Fantasy,15,2025-02-20
U0928,Narcos,Crime,62,2025-02-22
U1575,Narcos,Crime,50,2025-02-04
U1130,The Witcher,Fantasy,38,2025-02-16
U1872,Peaky Blinders,Crime,32,2025-01-23
U1573,The Witcher,Fantasy,45,2025-01-16
U0215,Loki,Fantasy,46,2025-02-03
U0509,Stranger Things,Sci-Fi,62,2025-01-15
U1032,Breaking Bad,Drama,53,2025-02-27
U0557,Dark,Mystery,14,2025-02-07
U0972,Stranger Things,Sci-Fi,51,2025-01-05
U1142,Money Heist,Action,79,2025-01-07
U0924,Breaking Bad,Drama,85,2025-02-03
U1401,Friends,Comedy,61,2025-02-08
U0336,Loki,Fantasy,45,2025-02-12
U1798,Loki,Fantasy,79,2025-02-18
U1115,The Witcher,Fantasy,18,2025-01-06
U0069,Peaky Blinders,Crime,45,2025-01-27
U1586,Breaking Bad,Drama,21,2025-01-22
U0536,Money Heist,Action,82,2025-01-07
U0988,Dark,Mystery,64,2025-01-06
U0775,Narcos,Crime,14,2025-01-25
U1269,Peaky Blinders,Crime,48,2025-02-02
